epochs,test loss,train loss,test acc,train acc
1.0,1.621418833732605,1.6184489727020264,0.8570028011204481,0.8594516594516595
2.0,1.5232892036437988,1.5150779485702515,0.9492296918767507,0.9572510822510822
3.0,1.5095659494400024,1.497817873954773,0.9573529411764706,0.9696969696969697
4.0,1.5028653144836426,1.4893814325332642,0.9629551820728292,0.9757936507936508
5.0,1.4995540380477905,1.4845551252365112,0.9651260504201681,0.9795093795093796
6.0,1.4965389966964722,1.4807677268981934,0.9669467787114846,0.9821428571428571
7.0,1.4959971904754639,1.4780869483947754,0.9667366946778712,0.9845598845598845
8.0,1.4944393634796143,1.4758654832839966,0.9684173669467787,0.9864357864357864
9.0,1.4940073490142822,1.4742310047149658,0.9680672268907563,0.9880591630591631
10.0,1.4931221008300781,1.4725964069366455,0.9696778711484594,0.9896825396825397
11.0,1.4921287298202515,1.4710801839828491,0.9701680672268908,0.9908730158730159
12.0,1.490774393081665,1.4705784320831299,0.9719187675070028,0.9911976911976912
13.0,1.4912245273590088,1.4699352979660034,0.9718487394957983,0.9920995670995671
14.0,1.4893617630004883,1.468872308731079,0.972829131652661,0.9927489177489177
15.0,1.489911675453186,1.4687206745147705,0.9717086834733893,0.9929292929292929
16.0,1.4918522834777832,1.4699952602386475,0.9702380952380952,0.9916666666666667
17.0,1.4884486198425293,1.4681462049484253,0.9733893557422969,0.9933261183261183
18.0,1.4880220890045166,1.4679410457611084,0.9736694677871148,0.9934704184704185
19.0,1.4893989562988281,1.4679373502731323,0.9726890756302521,0.9933621933621933
20.0,1.4883190393447876,1.467768907546997,0.97296918767507,0.9936147186147186
21.0,1.4900678396224976,1.4679462909698486,0.971078431372549,0.9934343434343434
22.0,1.4894638061523438,1.4676965475082397,0.9721988795518207,0.9938311688311688
23.0,1.4905401468276978,1.467863917350769,0.9706582633053221,0.9936868686868687
24.0,1.488527774810791,1.4664596319198608,0.9733193277310924,0.9947691197691197
25.0,1.487947940826416,1.4662564992904663,0.9731792717086835,0.9949494949494949
26.0,1.4887259006500244,1.466435432434082,0.9725490196078431,0.9948412698412699
27.0,1.4883278608322144,1.4661048650741577,0.9728991596638655,0.9951298701298701
28.0,1.4878675937652588,1.4660979509353638,0.9739495798319328,0.9951659451659451
29.0,1.4874411821365356,1.465937614440918,0.9736694677871148,0.9952380952380953
30.0,1.4932045936584473,1.468380331993103,0.9680672268907563,0.9933261183261183
31.0,1.4870500564575195,1.4657435417175293,0.974719887955182,0.9954545454545455
32.0,1.488058090209961,1.4658297300338745,0.972829131652661,0.9954184704184704
33.0,1.4865641593933105,1.4654823541641235,0.974719887955182,0.9957070707070707
34.0,1.486613154411316,1.4653723239898682,0.9742296918767507,0.9957792207792208
35.0,1.4871933460235596,1.4654465913772583,0.9745798319327731,0.9957431457431457
36.0,1.488754391670227,1.4662809371948242,0.9727591036414566,0.9951298701298701
37.0,1.4881219863891602,1.4656988382339478,0.9732492997198879,0.9955627705627705
38.0,1.4879807233810425,1.465313196182251,0.9730392156862745,0.9959595959595959
39.0,1.4871904850006104,1.4651079177856445,0.9746498599439776,0.9961399711399711
40.0,1.4860866069793701,1.46489417552948,0.974859943977591,0.9962842712842713
41.0,1.4864740371704102,1.4649477005004883,0.974859943977591,0.9962842712842713
42.0,1.4857263565063477,1.4648438692092896,0.9759803921568627,0.9963203463203463
43.0,1.486293911933899,1.4648504257202148,0.974859943977591,0.9963203463203463
44.0,1.488339900970459,1.4655307531356812,0.973109243697479,0.9958152958152958
45.0,1.4884159564971924,1.4649693965911865,0.97296918767507,0.9963203463203463
46.0,1.4881330728530884,1.4645105600357056,0.973109243697479,0.9967171717171717
47.0,1.4873400926589966,1.4645097255706787,0.9739495798319328,0.9967171717171717
48.0,1.4880353212356567,1.4644430875778198,0.9733893557422969,0.9966810966810967
49.0,1.4864686727523804,1.464354157447815,0.9747899159663865,0.9967893217893218
50.0,1.486083984375,1.4643546342849731,0.9750700280112045,0.9967893217893218
